Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Publisher_Range
10914,Lego Star Wars: The Force Awakens,PMOD,2016.0,Action,0.02,0.05,0.0,0.02,0.09,91-500
11154,The Bachelor: The Videogame,PMOD,2010.0,Misc,0.08,0.0,0.0,0.01,0.09,91-500
11169,Lego Star Wars: The Force Awakens,PMOD,2016.0,Action,0.04,0.04,0.0,0.01,0.09,91-500
11280,"Sesame Street: Ready, Set, Grover!",PMOD,2011.0,Misc,0.08,0.0,0.0,0.01,0.08,91-500
11444,Looney Tunes: Acme Arsenal,PMOD,2007.0,Action,0.06,0.01,0.0,0.01,0.08,91-500
11586,Legend of the Guardians: The Owls of Ga'Hoole,PMOD,2010.0,Action,0.06,0.01,0.0,0.01,0.08,91-500
11668,Legend of the Guardians: The Owls of Ga'Hoole,PMOD,2010.0,Action,0.06,0.01,0.0,0.01,0.08,91-500
11919,F.E.A.R. 2: Project Origin,PC,2009.0,Action,0.01,0.05,0.0,0.01,0.07,91-500
12236,Lego Star Wars: The Force Awakens,PMOD,2016.0,Action,0.02,0.04,0.0,0.0,0.07,91-500
12266,The LEGO Movie Videogame,PC,2014.0,Action,0.02,0.04,0.0,0.01,0.06,91-500
12334,Lego Batman 3: Beyond Gotham,PC,2014.0,Action,0.0,0.06,0.0,0.01,0.06,91-500
12574,LEGO Batman: The Videogame,PC,2008.0,Action,0.02,0.03,0.0,0.01,0.06,91-500
12760,The Lord of the Rings: Aragorn's Quest,MOD,2010.0,Action,0.03,0.02,0.0,0.01,0.06,91-500
12790,Friends: The One with All the Trivia,MOD,2005.0,Misc,0.03,0.02,0.0,0.01,0.06,91-500
13025,Mortal Kombat X,PC,2015.0,Action,0.01,0.04,0.0,0.0,0.05,91-500
13105,LEGO The Hobbit,PC,2014.0,Action,0.0,0.04,0.0,0.01,0.05,91-500
13199,Sesame Street: Cookie's Counting Carnival,PC,2010.0,Misc,0.05,0.0,0.0,0.0,0.05,91-500
13420,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010.0,Misc,0.04,0.0,0.0,0.0,0.05,91-500
13443,LEGO Friends,PMOD,2013.0,Action,0.0,0.04,0.0,0.0,0.05,91-500
13912,LEGO Jurassic World,PC,2015.0,Action,0.0,0.04,0.0,0.0,0.04,91-500
14963,LEGO Harry Potter: Years 1-4,PC,2010.0,Action,0.01,0.01,0.0,0.0,0.02,91-500
15256,Canimal Triple,PMOD,2014.0,Misc,0.0,0.02,0.0,0.0,0.02,91-500
168,Crash Bandicoot: The Wrath of Cortex,MOD,2001.0,Action,2.07,2.29,0.24,0.82,5.42,0-90
862,Spyro: Enter the Dragonfly,MOD,2002.0,Action,0.74,0.95,0.0,0.28,1.97,0-90
1032,Crash Bandicoot: The Huge Adventure,MOD,2002.0,Action,0.95,0.7,0.0,0.08,1.73,0-90
1616,Crash Bandicoot: The Wrath of Cortex,MOD,2002.0,Action,0.59,0.57,0.0,0.07,1.23,0-90
1953,Hulk,MOD,2003.0,Action,0.52,0.41,0.0,0.14,1.06,0-90
2881,Spyro: Enter the Dragonfly,ANT,2002.0,Action,0.55,0.14,0.0,0.02,0.71,0-90
3409,Crash Bandicoot: The Wrath of Cortex,ANT,2002.0,Action,0.46,0.12,0.0,0.02,0.59,0-90
3565,The Incredible Hulk,MOD,2003.0,Action,0.4,0.15,0.0,0.01,0.56,0-90
3605,Barbie Groovy Games,MOD,2002.0,Misc,0.4,0.15,0.0,0.01,0.56,0-90
3793,The Lord of the Rings: The Fellowship of the Ring,MOD,2002.0,Action,0.31,0.19,0.0,0.03,0.53,0-90
3965,The Mummy Returns,MOD,2001.0,Action,0.25,0.19,0.0,0.06,0.5,0-90
4056,Barbie Horse Adventures: Wild Horse Rescue,MOD,2003.0,Sports,0.24,0.19,0.0,0.06,0.49,0-90
4647,BloodRayne,MOD,2002.0,Action,0.2,0.16,0.0,0.05,0.42,0-90
5471,Hulk,MOD,2003.0,Action,0.25,0.07,0.0,0.01,0.33,0-90
5813,Bruce Lee: Quest of the Dragon,MOD,2002.0,Action,0.23,0.07,0.0,0.01,0.31,0-90
5835,Spyro: Attack of the Rhynocs,MOD,2003.0,Action,0.22,0.08,0.0,0.01,0.3,0-90
7003,The Scorpion King: Rise of the Akkadian,MOD,2002.0,Action,0.11,0.09,0.0,0.03,0.23,0-90
7360,BloodRayne,MOD,2002.0,Action,0.16,0.05,0.0,0.01,0.21,0-90
7893,Hulk,ANT,2003.0,Action,0.15,0.04,0.0,0.01,0.19,0-90
10122,BloodRayne,ANT,2002.0,Action,0.09,0.02,0.0,0.0,0.11,0-90
10271,The Scorpion King: Rise of the Akkadian,ANT,2002.0,Action,0.08,0.02,0.0,0.0,0.11,0-90
14012,Monster Force,MOD,2002.0,Action,0.03,0.01,0.0,0.0,0.04,0-90
179,Tomb Raider II,ANT,1997.0,Action,2.3,2.46,0.2,0.28,5.24,91-500
205,Warzone 2100,ANT,1999.0,Strategy,2.79,1.89,0.0,0.33,5.01,91-500
230,Tomb Raider,ANT,1996.0,Action,2.29,1.97,0.13,0.24,4.63,91-500
263,Batman: Arkham Asylum,PMOD,2009.0,Action,2.23,1.34,0.07,0.61,4.25,91-500
333,Resident Evil 3: Nemesis,ANT,1999.0,Action,1.3,0.77,1.54,0.11,3.72,91-500
363,Tomb Raider III: Adventures of Lara Croft,ANT,1997.0,Action,1.66,1.58,0.12,0.18,3.54,91-500
365,LEGO Star Wars: The Video Game,MOD,2005.0,Action,1.98,1.14,0.01,0.41,3.53,91-500
376,Batman: Arkham Asylum,PMOD,2009.0,Action,2.2,0.97,0.02,0.31,3.5,91-500
483,Hitman 2: Silent Assassin,MOD,2002.0,Action,1.36,1.15,0.04,0.41,2.96,91-500
623,Tomb Raider: The Last Revelation,ANT,1998.0,Action,1.15,1.14,0.06,0.13,2.48,91-500
675,Dragon Warrior Monsters,ANT,1998.0,Misc,0.0,0.0,2.34,0.01,2.35,91-500
696,Tomb Raider II,PC,1997.0,Action,0.91,1.25,0.0,0.13,2.29,91-500
1371,LEGO Star Wars: The Video Game,ANT,2005.0,Action,1.09,0.28,0.0,0.04,1.41,91-500
1494,Fighting Force,ANT,1997.0,Action,0.73,0.5,0.0,0.09,1.32,91-500
1552,Tomb Raider: Underworld,PMOD,2008.0,Action,0.45,0.56,0.05,0.22,1.27,91-500
1578,Championship Manager 03/04,PC,2003.0,Sports,0.0,1.15,0.0,0.11,1.26,91-500
1596,Lara Croft Tomb Raider: The Angel of Darkness,MOD,2003.0,Action,0.61,0.48,0.0,0.16,1.25,91-500
1756,Test Drive: Off Road,ANT,1997.0,Sports,0.65,0.44,0.0,0.08,1.16,91-500
1760,LEGO Star Wars: The Video Game,MOD,2005.0,Action,0.83,0.28,0.0,0.05,1.16,91-500
1766,Ninja Gaiden Sigma,PMOD,2007.0,Action,0.57,0.33,0.09,0.16,1.15,91-500
1795,Resident Evil - Code: Veronica,MOD,2000.0,Action,0.41,0.23,0.47,0.03,1.14,91-500
1798,LEGO Star Wars: The Video Game,MOD,2005.0,Action,0.82,0.3,0.0,0.02,1.14,91-500
1908,Tomb Raider: Underworld,PMOD,2008.0,Action,0.53,0.43,0.01,0.11,1.08,91-500
1926,Championship Manager 99/00,PC,1999.0,Sports,0.0,0.98,0.0,0.09,1.07,91-500
2024,Tomb Raider,PC,1996.0,Action,0.96,0.07,0.0,0.0,1.03,91-500
2049,Championship Manager 3,PC,2003.0,Sports,0.0,0.93,0.0,0.08,1.01,91-500
2412,Tomb Raider: Anniversary,PMOD,2007.0,Action,0.12,0.63,0.0,0.11,0.86,91-500
2566,Who wants to be a millionaire,ANT,2000.0,Misc,0.45,0.3,0.0,0.05,0.8,91-500
2571,Hitman: Contracts,MOD,2004.0,Action,0.39,0.31,0.0,0.1,0.8,91-500
2713,Kane & Lynch: Dead Men,PMOD,2007.0,Action,0.36,0.31,0.01,0.08,0.76,91-500
2721,Kane & Lynch: Dead Men,PMOD,2007.0,Action,0.29,0.32,0.01,0.13,0.76,91-500
2855,Fear Effect,ANT,1998.0,Action,0.4,0.27,0.0,0.05,0.72,91-500
2867,Resident Evil: Survivor,ANT,2000.0,Action,0.23,0.15,0.29,0.05,0.71,91-500
2936,TimeSplitters 2,MOD,2002.0,Action,0.34,0.27,0.0,0.09,0.7,91-500
3163,TimeSplitters 2,MOD,2002.0,Action,0.29,0.33,0.0,0.01,0.64,91-500
3263,Disney's 102 Dalmatians: Puppies to the Rescue,ANT,2000.0,Action,0.34,0.23,0.0,0.04,0.62,91-500
3272,XGRA: Extreme G-Racing Association,MOD,2004.0,Sports,0.3,0.24,0.0,0.08,0.62,91-500
3279,Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,0.59,0.03,0.0,0.0,0.62,91-500
3321,Tomb Raider Chronicles,ANT,1999.0,Action,0.34,0.23,0.0,0.04,0.61,91-500
3341,Backyard Wrestling: Don't Try This at Home,MOD,2003.0,Action,0.3,0.23,0.0,0.08,0.6,91-500
3524,Tomb Raider: Anniversary,PMOD,2007.0,Action,0.21,0.23,0.0,0.13,0.57,91-500
3634,Soul Reaver 2,MOD,2001.0,Action,0.27,0.21,0.0,0.07,0.55,91-500
3648,Fighting Force 2,ANT,1999.0,Action,0.31,0.21,0.0,0.04,0.55,91-500
3767,Legacy of Kain: Defiance,MOD,2003.0,Action,0.26,0.2,0.0,0.07,0.53,91-500
3776,Gex 3: Deep Cover Gecko,ANT,1999.0,Action,0.3,0.2,0.0,0.03,0.53,91-500
3858,Tomb Raider: Legend,MOD,2006.0,Action,0.25,0.19,0.02,0.06,0.52,91-500
3879,Way of the Samurai,MOD,2002.0,Action,0.13,0.1,0.25,0.03,0.51,91-500
3966,Hitman: Blood Money,MOD,2006.0,Action,0.25,0.19,0.0,0.06,0.5,91-500
4010,Tomb Raider: Anniversary,MOD,2007.0,Action,0.41,0.02,0.0,0.07,0.5,91-500
4135,Tomb Raider: Underworld,PMOD,2008.0,Action,0.14,0.28,0.0,0.06,0.48,91-500
4284,Tomb Raider: Legend,PMOD,2006.0,Action,0.09,0.24,0.0,0.12,0.46,91-500
4399,Walt Disney World Quest: Magical Racing Tour,ANT,2000.0,Sports,0.25,0.17,0.0,0.03,0.45,91-500
4476,TimeSplitters 2,ANT,2002.0,Action,0.34,0.09,0.0,0.01,0.44,91-500
4518,TimeSplitters,MOD,2000.0,Action,0.21,0.17,0.0,0.06,0.43,91-500
4578,25 to Life,MOD,2006.0,Action,0.35,0.01,0.0,0.06,0.42,91-500
4686,Tomb Raider: The Last Revelation,PC,1998.0,Action,0.41,0.0,0.0,0.0,0.41,91-500
4851,Diner Dash: Sizzle & Serve,PMOD,2007.0,Strategy,0.34,0.03,0.0,0.03,0.4,91-500
4855,Tomb Raider: Anniversary,PMOD,2007.0,Action,0.12,0.23,0.0,0.05,0.4,91-500
4875,Hitman: Blood Money,PMOD,2006.0,Action,0.29,0.06,0.01,0.03,0.4,91-500
4942,Blood Omen 2,MOD,2002.0,Action,0.19,0.15,0.0,0.05,0.39,91-500
4972,Tomb Raider: Legend,PMOD,2006.0,Action,0.27,0.08,0.01,0.03,0.39,91-500
5019,Ninja: Shadow of Darkness,ANT,1998.0,Action,0.21,0.14,0.0,0.02,0.38,91-500
5105,Mini Ninjas,PMOD,2009.0,Action,0.17,0.17,0.0,0.04,0.37,91-500
5282,Mini Ninjas,PMOD,2009.0,Action,0.14,0.16,0.0,0.06,0.35,91-500
5292,Mini Ninjas,PMOD,2009.0,Action,0.17,0.15,0.0,0.04,0.35,91-500
5381,Hitman: Contracts,MOD,2004.0,Action,0.26,0.07,0.0,0.01,0.34,91-500
5382,Thunderstrike: Operation Phoenix,MOD,2001.0,Misc,0.17,0.13,0.0,0.04,0.34,91-500
5425,Pony Friends 2,PMOD,2009.0,Misc,0.21,0.1,0.0,0.03,0.34,91-500
5459,Deathtrap Dungeon,ANT,1998.0,Action,0.19,0.13,0.0,0.02,0.33,91-500
5476,Deus Ex: Invisible War,MOD,2003.0,Action,0.25,0.07,0.0,0.01,0.33,91-500
5513,Battlestations: Pacific,PMOD,2009.0,Strategy,0.17,0.12,0.01,0.03,0.33,91-500
5608,Batman: Arkham Asylum,PC,2009.0,Action,0.0,0.27,0.0,0.05,0.32,91-500
5666,Monster Lab,PMOD,2008.0,Misc,0.28,0.02,0.0,0.02,0.32,91-500
5877,Wacky Races: Crash & Dash,PMOD,2008.0,Sports,0.27,0.01,0.0,0.02,0.3,91-500
5964,Mini Ninjas,PMOD,2009.0,Action,0.12,0.14,0.0,0.03,0.29,91-500
6187,Backyard Wrestling 2: There Goes the Neighborhood,MOD,2004.0,Action,0.14,0.11,0.0,0.04,0.28,91-500
6218,Mister Mosquito,MOD,2001.0,Action,0.05,0.04,0.17,0.01,0.28,91-500
6305,Sydney 2000,ANT,2000.0,Sports,0.15,0.1,0.0,0.02,0.27,91-500
6325,Wave Rally,MOD,2001.0,Sports,0.13,0.1,0.0,0.03,0.27,91-500
6449,Battlestations: Midway,PMOD,2007.0,Strategy,0.21,0.02,0.0,0.02,0.26,91-500
6549,Legaia 2: Duel Saga,MOD,2001.0,Misc,0.13,0.1,0.0,0.03,0.26,91-500
6596,Tomb Raider: Underworld (Others sales),MOD,2009.0,Misc,0.0,0.21,0.0,0.04,0.26,91-500
7083,The Italian Job,MOD,2003.0,Sports,0.11,0.09,0.0,0.03,0.23,91-500
7138,Justice League Heroes,PMOD,2006.0,Misc,0.2,0.01,0.0,0.02,0.22,91-500
7239,Touch the Dead,PMOD,2007.0,Action,0.2,0.0,0.0,0.02,0.22,91-500
7245,Shellshock: Nam '67,MOD,2004.0,Action,0.16,0.05,0.0,0.01,0.22,91-500
7306,Herdy Gerdy,MOD,2002.0,Misc,0.11,0.08,0.0,0.03,0.22,91-500
7325,Crash 'N' Burn,MOD,2004.0,Sports,0.11,0.08,0.0,0.03,0.21,91-500
7432,Deus Ex: The Conspiracy,MOD,2002.0,Action,0.1,0.08,0.0,0.03,0.21,91-500
7450,Project: Snowblind,MOD,2005.0,Action,0.1,0.08,0.0,0.03,0.21,91-500
7457,Wacky Races: Crash & Dash,PMOD,2008.0,Sports,0.19,0.0,0.0,0.01,0.21,91-500
7632,Tomb Raider: Underworld,PMOD,2008.0,Action,0.16,0.03,0.0,0.02,0.2,91-500
7750,Conflict: Denied Ops,PMOD,2008.0,Action,0.08,0.09,0.0,0.02,0.19,91-500
7806,Conflict: Denied Ops,PMOD,2008.0,Action,0.05,0.1,0.0,0.03,0.19,91-500
7813,Legacy of Kain: Defiance,MOD,2003.0,Action,0.14,0.04,0.0,0.01,0.19,91-500
7887,Conflict: Global Terror,MOD,2005.0,Action,0.09,0.07,0.0,0.02,0.19,91-500
7973,Blood Omen 2,MOD,2002.0,Action,0.14,0.04,0.0,0.01,0.19,91-500
8048,Fear Effect 2: Retro Helix,ANT,2001.0,Action,0.1,0.07,0.0,0.01,0.18,91-500
8139,Commandos 2: Men of Courage,MOD,2002.0,Strategy,0.09,0.07,0.0,0.02,0.18,91-500
8163,Tomb Raider: Underworld,MOD,2009.0,Action,0.09,0.04,0.0,0.05,0.18,91-500
8325,Thief: Deadly Shadows,MOD,2004.0,Action,0.13,0.04,0.0,0.01,0.17,91-500
8413,Backyard Wrestling: Don't Try This at Home,MOD,2003.0,Action,0.13,0.04,0.0,0.01,0.17,91-500
8431,25 to Life,MOD,2006.0,Action,0.12,0.04,0.0,0.01,0.17,91-500
8699,The Incredible Hulk: The Pantheon Saga,ANT,1996.0,Action,0.09,0.06,0.0,0.01,0.16,91-500
8780,Get On Da Mic,MOD,2004.0,Misc,0.07,0.06,0.0,0.02,0.15,91-500
8973,Mad Dash Racing,MOD,2001.0,Sports,0.11,0.03,0.0,0.01,0.15,91-500
9047,Just Cause,PMOD,2006.0,Action,0.1,0.03,0.01,0.01,0.14,91-500
9069,Power Stone,MOD,1998.0,Action,0.0,0.0,0.14,0.0,0.14,91-500
9071,Monster Lab,PMOD,2008.0,Misc,0.12,0.01,0.0,0.01,0.14,91-500
9096,Hitman: Blood Money,MOD,2006.0,Action,0.11,0.03,0.0,0.01,0.14,91-500
9321,Salt Lake 2002,MOD,2002.0,Sports,0.07,0.05,0.0,0.02,0.14,91-500
9410,Chicken Run,ANT,2000.0,Misc,0.07,0.05,0.0,0.01,0.13,91-500
9421,Tomb Raider: Legend,MOD,2006.0,Action,0.1,0.03,0.0,0.0,0.13,91-500
9434,The Unholy War,ANT,1998.0,Strategy,0.07,0.05,0.0,0.01,0.13,91-500
9503,Hitman 2: Silent Assassin,ANT,2003.0,Action,0.1,0.03,0.0,0.0,0.13,91-500
9515,Whiplash,MOD,2003.0,Sports,0.06,0.05,0.0,0.02,0.13,91-500
9680,Diner Dash: Sizzle & Serve,PMOD,2007.0,Strategy,0.11,0.0,0.0,0.01,0.12,91-500
9878,Akuji the Heartless,ANT,1998.0,Action,0.07,0.04,0.0,0.01,0.12,91-500
9916,Backyard Wrestling 2: There Goes the Neighborhood,MOD,2004.0,Action,0.09,0.03,0.0,0.0,0.12,91-500
10174,Monster Lab,MOD,2008.0,Misc,0.05,0.04,0.0,0.01,0.11,91-500
10187,Project: Snowblind,MOD,2005.0,Action,0.08,0.02,0.0,0.0,0.11,91-500
10210,Bionicle Heroes,ANT,2006.0,Action,0.08,0.02,0.0,0.0,0.11,91-500
10265,Death Jr.: Root of Evil,PMOD,2008.0,Action,0.1,0.0,0.0,0.01,0.11,91-500
10321,Hitman Trilogy,MOD,2007.0,Action,0.05,0.04,0.0,0.01,0.11,91-500
10520,America's Next Top Model,PMOD,2008.0,Action,0.1,0.0,0.0,0.01,0.1,91-500
10549,Urban Chaos,ANT,1999.0,Action,0.06,0.04,0.0,0.01,0.1,91-500
10557,E·O·E: Eve of Extinction,MOD,2002.0,Action,0.04,0.03,0.02,0.01,0.1,91-500
10753,"Blast Works: Build, Trade, Destroy",PMOD,2008.0,Action,0.09,0.0,0.0,0.01,0.1,91-500
10789,Pony Friends 2,PMOD,2009.0,Misc,0.04,0.05,0.0,0.01,0.1,91-500
10847,Crash 'N' Burn,MOD,2004.0,Sports,0.07,0.02,0.0,0.0,0.09,91-500
10974,Total Overdose: A Gunslinger's Tale in Mexico,MOD,2005.0,Action,0.04,0.04,0.0,0.01,0.09,91-500
11010,Justice League Heroes,PMOD,2006.0,Misc,0.08,0.0,0.0,0.01,0.09,91-500
11011,Project Eden,MOD,2001.0,Action,0.04,0.03,0.0,0.01,0.09,91-500
11158,Jumper: Griffin's Story,PMOD,2008.0,Action,0.08,0.0,0.0,0.01,0.09,91-500
11171,ShellShock 2: Blood Trails,PMOD,2009.0,Action,0.05,0.03,0.0,0.01,0.09,91-500
11183,Brain Voyage,PMOD,2008.0,Strategy,0.06,0.02,0.0,0.01,0.09,91-500
11367,ShellShock 2: Blood Trails,PMOD,2009.0,Action,0.04,0.03,0.0,0.01,0.08,91-500
11394,Smart Bomb,PMOD,2005.0,Strategy,0.07,0.0,0.0,0.01,0.08,91-500
11421,Swingerz Golf,ANT,2002.0,Sports,0.06,0.02,0.0,0.0,0.08,91-500
11449,The Italian Job,MOD,2003.0,Sports,0.06,0.02,0.0,0.0,0.08,91-500
11485,Tomb Raider: Underworld,PC,2008.0,Action,0.0,0.06,0.0,0.02,0.08,91-500
11497,Soul Bubbles,PMOD,2008.0,Strategy,0.05,0.02,0.0,0.01,0.08,91-500
11555,Tomb Raider: Legend,ANT,2006.0,Action,0.06,0.02,0.0,0.0,0.08,91-500
11603,Mission Runway,PMOD,2008.0,Misc,0.07,0.01,0.0,0.01,0.08,91-500
11809,Tomb Raider: Legend,PMOD,2006.0,Action,0.04,0.02,0.0,0.01,0.07,91-500
11833,Commandos 2: Men of Courage,MOD,2002.0,Strategy,0.05,0.02,0.0,0.0,0.07,91-500
11926,Jumper: Griffin's Story,MOD,2008.0,Action,0.03,0.03,0.0,0.01,0.07,91-500
11959,Machine Head,ANT,1996.0,Action,0.04,0.03,0.0,0.0,0.07,91-500
11963,Bionicle Heroes,PMOD,2006.0,Action,0.05,0.01,0.0,0.01,0.07,91-500
12267,Escape from Bug Island,PMOD,2006.0,Action,0.04,0.01,0.01,0.0,0.06,91-500
12340,Bionicle Heroes,PMOD,2006.0,Action,0.06,0.0,0.0,0.0,0.06,91-500
12406,Mad Maestro!,MOD,2001.0,Misc,0.03,0.02,0.0,0.01,0.06,91-500
12493,Alvin and the Chipmunks,PMOD,2007.0,Misc,0.05,0.0,0.0,0.0,0.06,91-500
12545,Commandos: Strike Force,MOD,2006.0,Action,0.03,0.02,0.0,0.01,0.06,91-500
12603,Zendoku,PMOD,2007.0,Strategy,0.05,0.0,0.0,0.0,0.06,91-500
12605,Jumper: Griffin's Story,PMOD,2008.0,Action,0.05,0.0,0.0,0.0,0.06,91-500
12670,Urban Chaos: Riot Response,MOD,2006.0,Action,0.03,0.02,0.0,0.01,0.06,91-500
12808,Whiplash,MOD,2003.0,Sports,0.04,0.01,0.0,0.0,0.06,91-500
12870,Blood Omen 2,ANT,2002.0,Action,0.04,0.01,0.0,0.0,0.05,91-500
12985,Pony Friends: Mini Breeds Edition,PMOD,2008.0,Misc,0.05,0.0,0.0,0.0,0.05,91-500
13001,Pony Friends,PMOD,2007.0,Misc,0.0,0.05,0.0,0.01,0.05,91-500
13009,Prism: Light the Way,PMOD,2007.0,Strategy,0.05,0.0,0.0,0.0,0.05,91-500
13406,The Misadventures of Tron Bonne,ANT,1999.0,Misc,0.03,0.02,0.0,0.0,0.05,91-500
13431,Looney Tunes: Cartoon Conductor,PMOD,2008.0,Misc,0.04,0.0,0.0,0.0,0.05,91-500
13484,Bionicle Heroes,PMOD,2007.0,Action,0.04,0.0,0.0,0.0,0.04,91-500
13496,Praetorians,PC,2003.0,Strategy,0.0,0.04,0.0,0.0,0.04,91-500
13529,Rogue Trooper,MOD,2006.0,Action,0.02,0.02,0.0,0.01,0.04,91-500
13679,Imperial Glory,PC,2005.0,Strategy,0.0,0.04,0.0,0.0,0.04,91-500
13935,Zoo Hospital,PMOD,2007.0,Misc,0.03,0.0,0.0,0.0,0.04,91-500
14041,Tomb Raider: Anniversary,PC,2007.0,Action,0.0,0.03,0.0,0.01,0.04,91-500
14084,Hitman: Blood Money,PC,2006.0,Action,0.0,0.03,0.0,0.01,0.04,91-500
14127,Championship Manager Season 01/02,PC,2001.0,Sports,0.0,0.03,0.0,0.01,0.03,91-500
14208,The Italian Job,ANT,2003.0,Sports,0.03,0.01,0.0,0.0,0.03,91-500
14835,Justice League Heroes: The Flash,MOD,2006.0,Action,0.02,0.01,0.0,0.0,0.03,91-500
14872,Battlestations: Pacific,PC,2009.0,Strategy,0.0,0.02,0.0,0.0,0.03,91-500
14968,Chili Con Carnage,PMOD,2007.0,Action,0.0,0.02,0.0,0.01,0.02,91-500
14992,Total Overdose: A Gunslinger's Tale in Mexico,MOD,2005.0,Action,0.02,0.01,0.0,0.0,0.02,91-500
15159,Commandos: Strike Force,MOD,2006.0,Action,0.02,0.0,0.0,0.0,0.02,91-500
15212,So Blonde,PC,2008.0,Misc,0.0,0.02,0.0,0.0,0.02,91-500
15442,Nervous Brickdown,PMOD,2007.0,Strategy,0.0,0.01,0.0,0.0,0.02,91-500
15444,Mini Ninjas,PC,2009.0,Action,0.0,0.02,0.0,0.0,0.02,91-500
15495,Commandos 3: Destination Berlin,PC,2003.0,Strategy,0.0,0.02,0.0,0.0,0.02,91-500
15537,Urban Chaos: Riot Response,MOD,2006.0,Action,0.01,0.0,0.0,0.0,0.02,91-500
15629,Tomb Raider: Legend,PC,2006.0,Action,0.0,0.01,0.0,0.0,0.02,91-500
15677,Rogue Trooper,MOD,2006.0,Action,0.01,0.0,0.0,0.0,0.02,91-500
15751,Just Cause,PC,2006.0,Action,0.0,0.01,0.0,0.0,0.02,91-500
15790,LEGO Star Wars: The Video Game,PC,2005.0,Action,0.0,0.01,0.0,0.0,0.02,91-500
15858,Drakensang: The Dark Eye,PC,2009.0,Misc,0.01,0.0,0.0,0.0,0.02,91-500
15953,Just Cause,MOD,2006.0,Action,0.01,0.01,0.0,0.0,0.02,91-500
16166,Deus Ex,PC,2000.0,Misc,0.0,0.01,0.0,0.0,0.01,91-500
16259,Conflict: Denied Ops,PC,2008.0,Action,0.0,0.01,0.0,0.0,0.01,91-500
16261,Championship Manager 2010,PC,2009.0,Sports,0.0,0.01,0.0,0.0,0.01,91-500
16276,Battlestations: Midway,PC,2007.0,Strategy,0.0,0.01,0.0,0.0,0.01,91-500
16359,The Amazing Spider-Man (DS & Mobile Versions),PMOD,2009.0,Action,0.0,0.01,0.0,0.0,0.01,91-500
16450,Legacy of Kain: Defiance,PC,2003.0,Action,0.0,0.01,0.0,0.0,0.01,91-500
16514,Pony Friends 2,PC,2009.0,Misc,0.0,0.01,0.0,0.0,0.01,91-500
196,Guitar Hero II,MOD,2006.0,Misc,3.81,0.63,0.0,0.68,5.12,0-90
658,Guitar Hero,MOD,2005.0,Misc,1.67,0.61,0.03,0.07,2.38,0-90
1837,Guitar Hero Encore: Rocks The 80s,MOD,2007.0,Misc,0.92,0.04,0.0,0.15,1.11,0-90
11741,In The Groove,MOD,2005.0,Misc,0.04,0.03,0.0,0.01,0.07,0-90
225,The Simpsons: Hit & Run,MOD,2003.0,Sports,1.73,2.19,0.0,0.79,4.7,91-500
282,Half-Life,PC,1997.0,Action,4.03,0.0,0.09,0.0,4.12,91-500
667,Half-Life 2,PC,2004.0,Action,2.28,0.02,0.08,0.0,2.37,91-500
723,Spyro: Season of Ice,MOD,2001.0,Action,1.29,0.83,0.0,0.11,2.23,91-500
874,Crash Nitro Kart,MOD,2003.0,Sports,0.74,1.01,0.0,0.2,1.95,91-500
981,50 Cent: Bulletproof,MOD,2005.0,Action,0.85,0.76,0.0,0.16,1.77,91-500
1181,Spyro 2: Season of Flame,MOD,2002.0,Action,0.85,0.65,0.0,0.08,1.58,91-500
1426,Crash Bandicoot 2: N-Tranced,MOD,2003.0,Action,0.63,0.66,0.0,0.07,1.36,91-500
1448,The Simpsons: Hit & Run,MOD,2003.0,Sports,0.7,0.58,0.0,0.07,1.35,91-500
1695,Scarface: The World is Yours,MOD,2006.0,Action,0.99,0.04,0.0,0.16,1.19,91-500
1959,Diablo II: Lord of Destruction,PC,2001.0,Misc,1.03,0.02,0.0,0.0,1.06,91-500
2086,The Simpsons: Hit & Run,ANT,2003.0,Sports,0.77,0.2,0.0,0.03,0.99,91-500
2633,Secret Agent Barbie: Royal Jewels Mission,MOD,2002.0,Action,0.56,0.21,0.0,0.01,0.78,91-500
3137,Crash Bandicoot Purple: Ripto's Rampage,MOD,2004.0,Action,0.46,0.17,0.0,0.01,0.64,91-500
3139,Spyro: A Hero's Tail,MOD,2004.0,Action,0.32,0.25,0.0,0.08,0.64,91-500
3140,Crash of the Titans,PMOD,2007.0,Action,0.25,0.25,0.0,0.15,0.64,91-500
3142,Crash: Twinsanity,MOD,2004.0,Action,0.32,0.25,0.0,0.08,0.64,91-500
3360,Half-Life,MOD,2001.0,Action,0.29,0.23,0.0,0.08,0.6,91-500
3454,The Legend of Spyro: Dawn of the Dragon,PMOD,2008.0,Action,0.35,0.18,0.0,0.05,0.58,91-500
3519,Spyro Orange: The Cortex Conspiracy,MOD,2004.0,Action,0.41,0.15,0.0,0.01,0.57,91-500
3604,Dr. Seuss' The Cat in the Hat,MOD,2003.0,Misc,0.27,0.21,0.0,0.07,0.56,91-500
3656,F.E.A.R.,PMOD,2007.0,Action,0.18,0.27,0.0,0.1,0.55,91-500
3703,Crash Tag Team Racing,MOD,2005.0,Sports,0.27,0.21,0.0,0.07,0.54,91-500
3752,The Hobbit,MOD,2003.0,Action,0.26,0.2,0.0,0.07,0.54,91-500
